cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
29,12,3,959,3,5,13,0.25144402839283403,0.33217797710869135,0.28964882805828335,0,8,0.5095866450072346,17,2,0,0.4063597440262978,0,22,0.3896408930320424,"prototype_design_pattern,spring_mvc_pattern,repository_pattern,dto_pattern,aop_pattern,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
45,71,6,224,43,17,5,0.10172652526461384,0.09435990826063945,0.2004849795882825,1,5,0.3893833621180102,15,0,6,0.07384807311029618,1,9,0.08452391285905625,"composite_design_pattern,template_method_design_pattern,state_design_pattern,interpreter_design_pattern,restful_api_pattern,repository_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling",sql_injection,HIGH
49,39,3,260,10,1,10,0.4518709746546638,0.08531782424583145,0.30604872138635447,1,13,0.9423541783650904,6,7,1,0.5656680433989716,0,22,0.0046968455279673416,"template_method_design_pattern,iterator_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,openapi_documentation,spring_data_jpa",xxe,MEDIUM
35,17,6,225,1,9,10,0.37726750076163407,0.6583895591724372,0.345423338011556,0,1,0.969571741311062,8,2,8,0.378853490527988,0,21,0.2645568183351321,"prototype_design_pattern,composite_design_pattern,interpreter_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,dto_pattern,aop_pattern,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
40,45,5,38,49,17,12,0.34048871134661,0.3853348013536074,0.10043395042441383,2,11,0.39700311093688057,11,6,9,0.8845406406048937,0,29,0.8142320622927387,"prototype_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,optional_null_safety,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
14,11,4,111,13,13,1,0.4749624854872366,0.8714789419851126,0.2731316681758968,0,22,0.46116509731691224,18,1,3,0.27555234040064425,1,29,0.6116035216312187,"prototype_design_pattern,composite_design_pattern,command_design_pattern,mediator_design_pattern,memento_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,collections_framework,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
35,70,8,132,14,15,1,0.142197165956419,0.5164051378735292,0.24304049465350244,2,27,0.7144845037244911,0,4,13,0.008370333522712547,1,26,0.13941735687543488,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,interpreter_design_pattern,spring_mvc_pattern,restful_api_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation",path_traversal,HIGH
48,23,2,63,33,8,6,0.04057970544680711,0.29534322117228273,0.34461401167685246,3,5,0.40535549464893184,5,2,6,0.7371625735789114,1,1,0.42646656287238927,"flyweight_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,loops_and_iteration,optional_null_safety",none,LOW
45,91,7,292,2,8,4,0.41306933017766584,0.7208888879621947,0.1720415602439531,3,12,0.4110141850325283,1,9,4,0.007408351189298501,0,10,0.019530155432994523,"prototype_design_pattern,abstract_factory_design_pattern,adapter_design_pattern,composite_design_pattern,bridge_design_pattern,interpreter_design_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling",path_traversal,HIGH
20,70,4,623,2,2,7,0.49920848182462746,0.6240167915856997,0.020748172284264,2,3,0.535603229216173,16,2,4,0.5459711046906969,0,28,0.80226195576604,"prototype_design_pattern,adapter_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,dto_pattern,oop_fundamentals,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
49,38,2,126,39,10,13,0.2892162190100997,0.7995946208292034,0.2296744509090048,0,21,0.9644192330076036,13,4,6,0.1812589560059905,0,4,0.46105850907670587,"prototype_design_pattern,facade_design_pattern,observer_design_pattern,iterator_design_pattern,state_design_pattern,mediator_design_pattern,memento_design_pattern,restful_api_pattern,collections_framework,loops_and_iteration,functional_programming",sql_injection,MEDIUM
13,2,7,625,41,5,1,0.029404693956340933,0.643588276341885,0.38355132764738314,6,15,0.9737095374493878,12,7,8,0.6104791659657033,1,5,0.2768908651612172,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,batch_processing_etl",none,LOW
38,86,1,566,31,16,12,0.3902340200774706,0.16701341709892026,0.005852471802089365,6,28,0.8892517748777591,10,1,3,0.1978842720510775,1,15,0.7681325858105479,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di,spring_data_jpa,batch_processing_etl",sql_injection,MEDIUM
49,84,4,123,4,19,9,0.036874524422920774,0.670310037667066,0.09610319536898185,2,10,0.7869990425503353,15,3,8,0.5018771156593652,1,27,0.9703500824841994,"adapter_design_pattern,composite_design_pattern,bridge_design_pattern,flyweight_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,dto_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
46,89,9,864,34,1,7,0.2700069931296406,0.3915491976158103,0.12642711598564801,7,5,0.8044713560997268,17,3,8,0.3350688699598495,0,19,0.40321347796626206,"template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,interpreter_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di,web_mvc_annotations,spring_data_jpa,batch_processing_etl",none,LOW
49,79,4,552,19,13,6,0.13876623710526353,0.4631430302575681,0.3063355551563902,1,4,0.6287009901611806,19,4,10,0.1825548983026396,1,9,0.7654387428602022,"composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,restful_api_pattern,repository_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,utility_libraries,core_annotations_di",sql_injection,MEDIUM
8,93,3,685,37,4,12,0.4575133902961977,0.9215645757373447,0.12931076898726476,7,0,0.6711082397088842,2,5,7,0.6064825340066244,0,13,0.32127038850286505,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,restful_api_pattern,service_layer_pattern,oop_fundamentals,collections_framework,functional_programming,utility_libraries,core_annotations_di,web_mvc_annotations,batch_processing_etl",none,LOW
43,72,2,986,9,7,9,0.2256656066297425,0.35996404629774703,0.09563354527852558,6,18,0.7441168620041916,0,8,0,0.0822186404755948,0,5,0.7580316284163917,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,dto_pattern,oop_fundamentals,loops_and_iteration",path_traversal,HIGH
20,37,3,710,24,1,13,0.4492316742392767,0.6119591429908388,0.25942320578681644,0,6,0.8119006462462124,13,4,9,0.941136238833633,1,4,0.9651080881261721,"iterator_design_pattern,memento_design_pattern,restful_api_pattern,collections_framework,loops_and_iteration,optional_null_safety,http_request_processing,batch_processing_etl",none,LOW
33,49,1,302,13,2,7,0.14954054262728378,0.36348173341223955,0.01856211558439984,5,17,0.3677923207573859,16,9,10,0.7781295627692539,0,26,0.6503514091969272,"decorator_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
26,52,8,204,44,16,10,0.19368129191067562,0.09472748535779174,0.06823874398349879,2,9,0.4574209067756886,2,7,10,0.9158676246130739,0,9,0.23894486532437564,"composite_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,spring_boot_error_handling,http_request_processing",insecure_deserialization,HIGH
39,33,1,301,30,14,2,0.47355959412354026,0.45352534204830053,0.1632120914677775,1,9,0.9740602339118751,11,4,14,0.042467256344883575,0,11,0.690128141716541,"prototype_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,dependency_injection,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di,spring_data_jpa",sql_injection,HIGH
21,22,3,896,19,5,7,0.10065722546581768,0.5970615044596519,0.14223998493601245,4,16,0.5345995858224052,1,2,8,0.0021397059311462074,0,24,0.844609922802784,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",xss,HIGH
49,5,3,270,41,14,14,0.28925057582557256,0.4075032920375987,0.13886632767334528,1,23,0.487931947565742,1,5,2,0.35792834413702246,0,26,0.4037135638993711,"prototype_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,mediator_design_pattern,spring_mvc_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di",path_traversal,MEDIUM
42,18,2,951,10,17,5,0.19425516428005568,0.39066618467818437,0.04342200524786471,5,6,0.5953379184870262,11,3,7,0.6166805383901969,0,21,0.6220064612516429,"adapter_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
43,38,5,216,42,12,1,0.38708344253436366,0.820378513894397,0.14433600777991865,2,21,0.5036445253032834,4,4,4,0.24439555460030649,1,16,0.252547404073831,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,memento_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,web_mvc_annotations",path_traversal,MEDIUM
41,37,3,573,44,12,5,0.0646481855856787,0.029685172289470207,0.3191971087965611,0,25,0.3638261347862986,15,7,5,0.5493257783023164,0,25,0.45456440694643196,"facade_design_pattern,flyweight_design_pattern,observer_design_pattern,state_design_pattern,mediator_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa,batch_processing_etl",xxe,MEDIUM
9,94,3,58,14,3,4,0.21860748450233425,0.29558539674011997,0.1655376807189581,0,20,0.4455727923329423,4,3,2,0.6060016287376013,1,15,0.165839181965459,"prototype_design_pattern,command_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,loops_and_iteration",none,LOW
24,95,8,15,40,2,2,0.34946631342263157,0.8117572653772116,0.234468473926274,3,21,0.7481118583076332,2,6,10,0.15162699476602293,0,9,0.835538257167381,"prototype_design_pattern,decorator_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,functional_programming,core_annotations_di",path_traversal,HIGH
37,64,4,388,48,15,0,0.2035081175030799,0.9205301486111638,0.06543176372692701,5,0,0.4562277899369129,5,2,6,0.7688724156796503,0,16,0.0967097040217123,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,functional_programming,spring_boot_error_handling,utility_libraries,web_mvc_annotations",none,LOW
